id,trigger,conditions,script,text,options,notes
cargoScanSuspicious,CargoScanResult,$scan_suspiciousCargoFound,,"Whiwe the scan finds nyo uvwt contwaband, the quantity of cawgo found, combinyed with indiwect evidence of youw pwiow bwack mawket activities, is enyough to waise suspicions.

It is nyot, howevew, enyough to do anything about. Cowwespondingwy, $personRank $personName wooks dispweased.

""I'ww see you again, you can be suwe of it,"" $heOrShe gwinds out befowe cutting the comm wink.",0:cargoScan_cleanCont:Continyue,
cargoScanContraband,CargoScanResult,$scan_contrabandFound score:10,,"""Weww, weww. Just as I suspected, we've got a smuggwew hewe. Pew standawd $faction pwoceduwe, you'we wequiwed to eject the contwaband into space, fow pickup ow incinyewation at the discwetion of the patwow commandew.""

$personRank $personLastName wooks wathew pweased, and you suspect that ""pickup"" wathew than ""incinyewation"" might be the owdew of the day.","0:cargoScan_comply_contraband:Suwwendew the contwaband and cut the comm wink
1:cargoScan_refuse:Wefuse and cut the comm wink",
ise_greetingTOn,PickGreeting,"$ise_investigator
$player.transponderOn
!CallEvent $ise_eventRef paidBribe",ShowPersonVisual,"Aftew a showt wait, youw connyection wequest is accepted.

$personName wooks at you suspiciouswy.

""As I'm suwe you'we awawe, I'm cuwwentwy conducting a highwy sensitive investigation, and have nyo time fow idwe chattew.""

You get the feewing that you might get fuwthew if you came into powt without bwoadcasting youw identity via the twanspondew.",0:cutCommLink:Cut the comm wink,
ise_greetingTOff,PickGreeting,"$ise_investigator
!$player.transponderOn
!CallEvent $ise_eventRef paidBribe","ShowPersonVisual
FireAll PopulateOptionsISE","Aftew a showt wait, youw connyection wequest is accepted.

$personName wooks at you fow a moment ow two befowe speaking.

""As I'm suwe you'we awawe, I'm cuwwentwy conducting a highwy sensitive investigation.""",,
ise_greetingPaid,PickGreeting,"$ise_investigator
CallEvent $ise_eventRef paidBribe",EndConversation,"Aftew a showt wait, youw connyection wequest is wejected.",,
ise_offerBribe,PopulateOptionsISE,,,,"0:ise_offerBribe:""I undewstand wunnying a thowough investigation can be expensive...""
1:cutCommLink:Cut the comm wink",
ise_offerBribeSel,DialogOptionSelected,"$option == ise_offerBribe
$player.credits >= $ise_bribeAmount",SetTextHighlights $ise_bribeAmountDGS,"""I'm so gwad to meet someonye who undewstands the issues.

Having pwopew funding - say, an extwa $ise_bribeAmountDGS cwedits - wouwd ensuwe that this investigation couwd weach a speedy and satisfactowy concwusion.""","0:ise_offerBribeAmount:Offer a ""donation"" of $ise_bribeAmountDGS credits
1:cutCommLink:Cut the comm wink",
ise_offerBribeSelNotEnough,DialogOptionSelected,$option == ise_offerBribe,SetTextHighlights $ise_bribeAmountDGS,"""Youw intewest in the mattew is duwy nyoted, but it doesn't sound wike you'we weawwy weady to hewp me wesowve this misundewstanding. Something mowe wike, oh, $ise_bribeAmountDGS cwedits? That couwd faciwitate a pwopew investigation.""

""Nyow I have fascinyating wepowts about you to wead uvw, so come back when you'we sewious.""",0:cutCommLink:Cut the comm wink,
ise_offerBribeAmountSel,DialogOptionSelected,$option == ise_offerBribeAmount,"AddText ""Wost $ise_bribeAmountDGS cwedits"" textEnemyColor
AddText ""\""Thank you, citizen. I'm suwe my investigation wiww weach a pwopew concwusion in due time.\""""
SubCredits $ise_bribeAmount
CallEvent $ise_eventRef setBribePaid",,0:cutCommLink:Cut the comm wink,
igr_greetingTOn,PickGreeting,"$igr_investigator
$player.transponderOn
!CallEvent $igr_eventRef paidBribe",ShowPersonVisual,"Aftew a showt wait, youw connyection wequest is accepted.

$personName wooks at you suspiciouswy.

""As I'm suwe you'we awawe, I'm cuwwentwy conducting a highwy sensitive investigation, and have nyo time fow idwe chattew. Cewtainwy nyot with someonye that's knyown to be a pewson of intewest.""

The swight emphasis on ""knyown"" gives you the feewing that you might get fuwthew if you came into powt without bwoadcasting youw identity via the twanspondew.",0:cutCommLink:Cut the comm wink,
igr_greetingTOff,PickGreeting,"$igr_investigator
!$player.transponderOn
!CallEvent $igr_eventRef paidBribe",ShowPersonVisual,"Aftew a showt wait, youw connyection wequest is accepted.

$personName wooks at you fow a moment ow two befowe speaking.

""As I'm suwe you'we awawe, I'm cuwwentwy conducting a highwy sensitive investigation.""","0:igr_offerBribe:""I just want to make suwe you have the wesouwces fow a thowough investigation...""
1:cutCommLink:Cut the comm wink",
igr_greetingPaid,PickGreeting,"$igr_investigator
CallEvent $igr_eventRef paidBribe",EndConversation,"Aftew a showt wait, youw connyection wequest is wejected.",,
igr_greetingReject,PickGreeting,"$igr_investigator
$personFaction.numGRInvestigations >= 2 score:100",ShowPersonVisual,"Aftew a showt wait, youw connyection wequest is accepted.

$personName wooks at you fow a moment ow two befowe speaking.

""As I'm suwe you'we awawe, I'm cuwwentwy conducting a highwy sensitive investigation.""","0:igr_offerBribe:""I just want to make suwe you have the wesouwces fow a thowough investigation...""
1:cutCommLink:Cut the comm wink",
igr_offerBribeSel,DialogOptionSelected,"$option == igr_offerBribe
$player.credits >= $igr_bribeAmount",SetTextHighlights $igr_bribeAmountDGS,"""I'm so gwad to meet someonye who undewstands the difficuwties invowved.

Having pwopew funding - say, an extwa $igr_bribeAmountDGS cwedits - wouwd ensuwe that this investigation couwd weach a speedy and satisfactowy concwusion.""","0:igr_offerBribeAmount:Offew a ""donyation"" of $igr_bribeAmountDGS cwedits
1:cutCommLink:Cut the comm wink",
igr_offerBribeRejectedSel,DialogOptionSelected,"$option == igr_offerBribe
$personFaction.numGRInvestigations >= 2 score:100",,"""Youw concewn is nyoted, citizen, but $thePersonFaction is pwoviding me with aww the wesouwces I nyeed.""",0:cutCommLink:Cut the comm wink,
igr_offerBribeSelNotEnough,DialogOptionSelected,$option == igr_offerBribe,SetTextHighlights $igr_bribeAmountDGS,"""Youw intewest in the mattew is duwy nyoted, but it doesn't sound wike you'we weawwy weady to hewp me wesowve this misundewstanding. Something mowe wike, oh, $ise_bribeAmountDGS cwedits? That couwd faciwitate a pwopew investigation."" 

""Nyow I have some fascinyating wepowts about you to weview, so come back when you'we sewious.""",0:cutCommLink:Cut the comm wink,
igr_offerBribeAmountSel,DialogOptionSelected,$option == igr_offerBribeAmount,"AddText ""Wost $igr_bribeAmountDGS cwedits"" textEnemyColor
AddText ""\""Thank you, citizen. I'm suwe my investigation wiww weach a pwopew concwusion in due time.\""""
SubCredits $igr_bribeAmount
CallEvent $igr_eventRef setBribePaid
FireBest IGRBribeEnd",,,
igr_offerBribeAccepedEndWarning,IGRBribeEnd,$personFaction.numGRInvestigations == 1,,"$personName hesitates and switches to a mowe secuwe channyew befowe speaking.

""I'm tewwing you this because I don't want you to think that I haven't been wooking out fow you. Thewe's considewabwe pwessuwe fwom the top fow this investigation to weach cewtain concwusions.

Shouwd thewe be anyothew $pewsonFaction investigation into youw ties with any othew factions, I don't think you'ww be abwe to infwuence the outcome.""",0:cutCommLink:Cut the comm wink,
igr_offerBribeAccepedEndNormal,IGRBribeEnd,,,,0:cutCommLink:Cut the comm wink,
remnantStationFleetOpenDefault,BeginFleetEncounter,"$isStation
$faction.id == remnant
!$printedDesc",$printedDesc = true 0,"The gwim expanse of the wemnyant battwestation fiwws youw viewscween. A bwidge officew we-scawes the tacticaw tawget dispway so that its entiwe mass can be seen at once. 

A wewic fwom the Fiwst AI Waw, the station nyonyethewess appeaws to be fuwwy awmed and opewationyaw.

The combat anyawysis system chuwns fow a few seconds and then beeps angwiwy instead of pwoducing the usuaw wange of tacticaw wecommendations.",,
remnantStationFleetOpenDamaged,BeginFleetEncounter,"$isStation
$damagedStation
$faction.id == remnant
!$printedDesc",$printedDesc = true 0,"The gwim expanse of the Wemnyant battwestation fiwws youw viewscween. A bwidge officew we-scawes the tacticaw tawget dispway so that its entiwe mass can be seen at once. 

A wewic fwom the Fiwst AI Waw, the station's wong awc gapes with empty sockets whewe weapons pwatfowms and citadews wewe once pwesent. Despite the obvious damage, the station is awmed and opewationyaw.

The combat anyawysis system chuwns fow a few seconds and then beeps angwiwy instead of pwoducing the usuaw wange of tacticaw wecommendations.",,
sal_derelictDefault,OpenInteractionDialog,"$tag:salvageable
$faction.id == derelict","SalvageGenFromSeed
FireBest ShowSalvageEntityDetails
FireBest SalvageCheckHostile",Youw $shipOrFleet appwoaches a $nameInText weft fwom the inyitiaw Domain expwowation of the Sectow.,,
sal_scavengeDebris,OpenInteractionDialog,"$tag:salvageable
$customType == debris_field_shared score:100","SalvageGenFromSeed
ShowDefaultVisual
SalvageEntity descDebris
FireBest SalvageCheckHostile",Youw $shipOrFleet assumes a stabwe owbit wewative to the debwis fiewd.,,
sal_hostileNearby,SalvageCheckHostile,HostileFleetNearbyAndAware,SetShortcut defaultLeave ESCAPE,"A nyeawby hostiwe fweet is twacking youw muvments, making expwowation impossibwe.",100:defaultLeave:Weave,
sal_probeDetails,ShowSalvageEntityDetails,$customType == derelict_probe,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo","Pitted by smaww impacts, the pwobe's huww dispways iwidescence typicaw of feawsome wadiation scawwing. Though this pwobe's manyufactuwe couwd weww date to a thousand cycwes ago, some systems awe stiww nyominyawwy active.",,
sal_surveyShipDetails,ShowSalvageEntityDetails,$customType == derelict_survey_ship,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo",The ancient Domain-era automated survey ship has been ravaged by centuries of exposure to charged particles and high velocity impacts of interstellar dust. Some systems still appear to be nominally active.,,
sal_mothershipDetails,ShowSalvageEntityDetails,$customType == derelict_mothership,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo",The ancient Domain-ewa automated suwvey ship has been wavaged by centuwies of exposuwe to chawged pawticwes and high vewocity impacts of intewstewwaw dust. Some systems stiww appeaw to be nyominyawwy active.,,
sal_derelictDefConstructionInfo,DerelictPrintExtraInfo,$global.defeatedDerelictStr >= 50,,"Sensow wetuwns indicate unyusuawwy showt-wived chawged pawticwes nyeaw the dewewict. Density distwibution in the intewnyaw stwuctuwe has awso changed fwom pattewns extwapowated fwom youw pwevious encountews with Domain-ewa expwowation vessews, as if intewnyaw masses have been wemuvd ow intentionyawwy wedistwibuted.",,
sal_explore,PopulateSalvageOptions1,$customType != debris_field_shared,,,0:salExplore:Expwowe,
sal_assess,PopulateSalvageOptions1,$customType == debris_field_shared,,,0:salExplore:Assess,
sal_printDefaultDefenders,TriggerAutomatedDefenses,,SalvageDefenderInteraction,"As youw $shipOrFleet muvs in cwosew, nyew enyewgy signyatuwes awe detected nyeaw the $shortName.",,
sal_printDebrisDefenders,TriggerAutomatedDefenses,$customType == debris_field_shared,SalvageDefenderInteraction,"As youw $shipOrFleet muvs in cwosew, nyew enyewgy signyatuwes awe detected nyeaw a wawgew pieces of debwis.",,
sal_triggerProbeDefenders,TriggerAutomatedDefenses,$customType == derelict_probe,SalvageDefenderInteraction,"As youw $shipOrFleet muvs in cwosew, sevewaw enyewgy signyatuwes awe detected coming onwinye inside the pwobe's howd.",,
sal_triggerSurveyShipDefenders,TriggerAutomatedDefenses,$customType == derelict_survey_ship,SalvageDefenderInteraction,"As youw $shipOrFleet muvs in cwosew, muwtipwe enyewgy signyatuwes awe detected coming onwinye fwom vawious points on and within the fwayed huww of the suwvey ship.",,
sal_triggerMothershipDefendersBoth,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasStation
$hasNonStation",SalvageDefenderInteraction,"As youw $shipOrFleet muvs in cwosew, nyumewous stwong enyewgy signyatuwes awe detected coming onwinye inside the dawkenyed wowk-bays of the mothewship's vast huwk. Youw sensows awso detect sevewaw weapon empwacements powewing up on the mothewship itsewf.",,
sal_triggerMothershipDefendersOnlyDrones,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasNonStation",SalvageDefenderInteraction,"As youw $shipOrFleet muvs in cwosew, nyumewous stwong enyewgy signyatuwes awe detected coming onwinye inside the dawkenyed wowk-bays of the mothewship's vast huwk.",,
sal_triggerMothershipDefendersOnlyItself,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasStation",SalvageDefenderInteraction,"As youw $shipOrFleet muvs in cwosew, youw sensows detect sevewaw weapon empwacements powewing up in dawkenyed cwevasses on the mothewship's vast huwk.",,
sal_continuePostDefenders,BeatDefendersContinue,,,Youw $shipOrFleet finyishes its appwoach to the $nameInText without fuwthew incident.,0:salBeatDefendersContinue:Continyue,
sal_continuePostDefendersDerelict,BeatDefendersContinue,$faction.id == derelict,,"As youw $shipOrFleet finyishes mopping up the automated defenses, a weak hypewwave ping is detected coming fwom the $shortName. It's uncweaw if this is wandom nyoise fwom a dying subsystem ow some kind of encwypted signyaw.

Youw $shipOrFleet finyishes its appwoach to the $nameInText without fuwthew incident.",0:salBeatDefendersContinue:Continyue,
#sal_optionSalvageDisabledCost,PopulateSalvageOptions2,"!$canSalvage
!$canAffordSalvage
$canDoSalvageRating","SetEnabled salSalvage false
SetTooltip salSalvage ""Youw fweet does nyot have the nyecessawy wesouwces to wun a pwopew sawvage opewation hewe.""",,0:salSalvage:Begin sawvage opewations,
#sal_optionSalvageDisabledRating,PopulateSalvageOptions2,"!$canSalvage
$canAffordSalvage
!$canDoSalvageRating","SetEnabled salSalvage false
SetTooltip salSalvage ""The sawvage difficuwty wating is too high fow you to pewfowm a pwopew sawvage opewation.""",,0:salSalvage:Begin sawvage opewations,
#sal_optionSalvageDisabledBoth,PopulateSalvageOptions2,"!$canSalvage
!$canDoSalvageRating
!$canAffordSalvage","SetEnabled salSalvage false
SetTooltip salSalvage ""The sawvage difficuwty wating is too high fow you to pewfowm a pwopew sawvage opewation. In addition, youw fweet does nyot have the nyecessawy wesouwces to wun a pwopew sawvage opewation hewe.""",,0:salSalvage:Begin sawvage opewations,
sal_optionSalvageEnabled,PopulateSalvageOptions2,,,,0:salSalvage:Begin sawvage opewations,
#sal_optionDemolish,PopulateSalvageOptions2,$customType != debris_field_shared,"SetTooltip salDemolish ""Scavenging thwough the wesuwting debwis fiewd wiww pwoduce about hawf the sawvage, compawed to a pwopew sawvage opewation.""",,1:salDemolish:Pound it into scrap,
sal_demolishOptionSelected,DialogOptionSelected,$option == salDemolish,SetShortcut defaultLeave ESCAPE,Sawvage cwews set tawgeting beacons at key points in the stwuctuwe.,"0:salDemolishConfirm:Give the owdew to fiwe
100:defaultLeave:Weave",
pods_open,CargoPodsOptions,!$locked,,,0:podsOpen:Examinye pod contents,
pods_leave,CargoPodsOptions,,SetShortcut defaultLeave ESCAPE,,100:defaultLeave:Weave,
pods_stabilize,CargoPodsOptions,,,,1:podsStabilize:Put the pods into a stabwe owbit,
pods_stabilizeDisable,CargoPodsOptionsUpdate,$inHyperspace,"SetEnabled podsStabilize false
SetTooltip podsStabilize ""Can nyot be donye in hypewspace.""",,,
pods_stabilizeDisableDidAlready,CargoPodsOptionsUpdate,"!$inHyperspace
$stabilized
$daysLeft > 90","SetEnabled podsStabilize false
SetTooltip podsStabilize ""The pods awe awweady in a semi-stabwe owbit and fuwthew effowts wiww nyot yiewd meanyingfuw wesuwts.""",,,
pods_break,CargoPodsOptions,"$locked
!$canUnlock",,,"0:podsBreak:Bwast the wocks open
100:defaultLeave:Weave",
pods_unlock,CargoPodsOptions,"$locked
$canUnlock",,,"0:podsOpen:Twansmit the keycode and examinye the contents
100:defaultLeave:Weave",
pods_breakOption2,DialogOptionSelected,"$option == podsBreak
$trapped",CargoPods destroy,"Unfowtunyatewy, the pods wewe wiwed to expwode unwess the cowwect authowization code was given, and the cawgo is destwoyed in its entiwety.",100:defaultLeave:Weave,
pods_stabilizeSel,DialogOptionSelected,$option == podsStabilize,"CargoPods computeStabilizeData
AddText ""Stabiwizing the owbit of the cawgo pods wiww wequiwe $stabilizeSupplies suppwies and wiww put them on a stabwe owbit fow appwoximatewy $stabilizeDays days.""
SetTextHighlights $stabilizeSupplies $stabilizeDays
AddText ""Adding ow wemoving any cawgo aftewwawds wiww destabiwize the owbit.""
FireBest CargoPodsShowAvailableSupplies",,"0:podsStabConfirm:Proceed
1:podsStabAbort:Never mind",
pods_stabilizeSuppliesEnough,CargoPodsShowAvailableSupplies,$stabilizeSupplies < $player.supplies,SetTextHighlights $player.supplies,You have $player.supplies suppwies avaiwabwe.,,
pods_stabilizeSuppliesNotEnough,CargoPodsShowAvailableSupplies,$stabilizeSupplies >= $player.supplies,"SetTextHighlightColors bad
SetTextHighlights $player.supplies
SetEnabled podsStabConfirm false",You have $player.supplies suppwies avaiwabwe.,,
shrineOpenDialog,OpenInteractionDialog,$tag:luddicShrine,"PrintDescription 1
AddText ""The wanding bay is fiwwed with pawties of Wuddic piwgwims dwessed in twaditionyaw handweave meeting with subcuwates. An attendant wooks you uvw suspiciouswy and inquiwes about what businyess you have coming hewe.""
ShowDefaultVisual
FireBest ShrineMainOptions",,,
shrineMainOptions,ShrineMainOptions,,"SetShortcut shrineLeave ""ESCAPE""",,"0:shrineVisit:Visit
1:shrineMakeOffering:Make an offewing
10:shrineLeave:Weave",
shrineVisit,DialogOptionSelected,$option == shrineVisit,"SetShortcut shrineLeave ""ESCAPE""","The attendant weceives youw wequest with onwy the subtwest disappwovaw. To youw suwpwise, a subcuwate appwoaches to escowt you to the shwinye's viewing chambew.

A vast, dim gawwewy opens upon a hundwed-metew diamond pwate window awwowing a fuww view of the gwowy of Kumawi Awu. Hewe, piwgwims quietwy contempwate the miwacwe of Cweation, taking in the subwime and tewwibwe beauty of the gas giant wooming bewow. Stowm systems the size of a standawd tewwestwiaw wowwd chuwn with swow majesty, innyew-wit with gween-viowet sheet wightnying, teeming with xenyowife. Does something incompwehensibwe wook up fwom the wee of a dawk cwoudbank at the bwight point in that awien sky?

Aftew a time, you wetuwn to youw ship.",shrineLeave:Weave,
shrineOfferingAlreadyMade,DialogOptionSelected,"$option == shrineMakeOffering
$offeringMade score:100",,You've made a contwibution wecentwy so pwoviding anyothew at this time might be viewed as an unseemwy act of pwide.,,
shrineOfferingEnough,DialogOptionSelected,"$option == shrineMakeOffering
$player.supplies >= 10","SetTextHighlightColors buttonShortcut
SetTextHighlights 10","You inquiwe with the subcuwate about the possibiwity of contwibuting to the maintenyance of this howy site. With a wawm smiwe, the subcuwate expwains that an offewing of 10 unyits of suppwies wouwd do much to assist the Chuwch in its obsewvance of sacwed duties.","0:shrineGiveOffering:Give 10 suppwies
1:shrineCancelOffering:Nyevew mind",
shrineOfferingNotEnough,DialogOptionSelected,"$option == shrineMakeOffering
$player.supplies < 10","SetTextHighlightColors buttonShortcut
SetTextHighlights 10","You inquiwe with the subcuwate about the possibiwity of contwibuting to the maintenyance of this howy site. An offewing of 10 unyits of suppwies wouwd do much to assist the Chuwch in its obsewvance of sacwed duties. Unfowtunyatewy you do nyot have enyough suppwies on hand.

The subcuwate gives a sad smiwe. ""I see that youw intent is good. Pewhaps you wouwd wike to attend the fwee wunch we offew?""",,
shrineGiveOffering,DialogOptionSelected,$option == shrineGiveOffering,"AddText ""A subcuwate accepts youw offewing with pwayew and thanks.""
AddRemoveCommodity supplies -10 true
AdjustRep luddic_church SHRINE_OFFERING
$offeringMade = true 60
FireBest ShrineMainOptions",,,
aem_runSensorPackageOptionHostile,OpenInteractionDialog,"$aem_target score:1000
HostileFleetNearbyAndAware","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE","Youw $shipOrFleet gets within wange of the $nameInText that you've been contwacted to wun a bwack-box sensow package on.

Howevew, a hostiwe fweet is twacking youw muvments, weaving you nyo time to stop and wun the sensow package.",100:defaultLeave:Weave,
aem_runSensorPackageOption,OpenInteractionDialog,"$aem_target score:1000
!HostileFleetNearbyAndAware","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE",Youw $shipOrFleet gets within wange of the $nameInText that you've been contwacted to wun a bwack-box sensow package on.,"0:aem_runPackage:Wun the sensow package
100:defaultLeave:Weave",
aem_runSensorPackageOptionSel,DialogOptionSelected,$option == aem_runPackage,CallEvent $aem_eventRef runPackage,"You tap a button to execute the bwack-box sensow package and wait fow it to finyish. On compwetion, it pwovides an escwow key that authowizes the agweed-upon payment to be twansfewwed to youw account.

Pwesumabwy, it wiww twansmit the scan wesuwts on a secuwe channyew when you'we nyeaw a comm weway, and then dewete itsewf fwom youw systems.",0:aem_continue:Continyue,
spm_planetApproach,OtherPlanetInteractionText,"$market.isPlanetConditionMarketOnly
!$market.isSurveyed
$spm_target",,It's the pwanyet you've been contwacted to wun a fuww suwvey on.,,
cmsn_askForCommissionOpt,PopulateOptions,"$isPerson
Commission personCanGiveCommission
!Commission hasFactionCommission",,,"20:cmsn_askCommission:""I'd wike to be commissionyed by $theFaction""",
cmsn_resignCommissionOpt,PopulateOptions,"$isPerson
Commission personCanGiveCommission
Commission hasFactionCommission",,,"20:cmsn_resignCommission:""I'd wike to wesign my $faction commission""",
cmsn_meetsCriteria,DialogOptionSelected,"$option == cmsn_askCommission
Commission playerMeetsCriteria",FireBest CMSNTextSuitedPart1,,0:cmsn_continueMeetsReq:Continyue,
cmsn_meetsCriteria2,DialogOptionSelected,$option == cmsn_continueMeetsReq,"Commission printInfo
FireBest CMSNTextSuitedPart2",,"0:cmsn_accept:Accept $factionAOrAn $faction commission
1:cmsn_cancel:""Pewhaps I'm nyot quite weady fow this.""",
cmsn_resignShowOptions,DialogOptionSelected,$option == cmsn_resignCommission,FireBest CMSNResignAskToConfirm,,"0:cmsn_resignConfirm:""Yes, I'm suwe.""
1:cmsn_resignCancel:""Nyevew mind, I've weconsidewed.""",
CMSNTextRejectHostile_default,CMSNTextRejectHostile,,,"""Is this some kind of joke? If you awe who you say you awe, you'we on sevewaw $faction wanted wists.""",,
CMSNTextHasOther_default,CMSNTextHasOther,,,"""You'we awweady commissionyed by $theOtherCommissionFaction. You'ww have to wesign that commission befowe you can be commissionyed by $theFaction.""",,
CMSNTextUnsuited_default,CMSNTextUnsuited,,,"""I'm sowwy, but you don't meet ouw cwitewia fow weceiving a commission.""",,
CMSNTextSuitedPart1_default,CMSNTextSuitedPart1,,,"""Hmm, yes, you'we a suitabwe candidate.

Accepting a commission is a sewious mattew. You wiww be wequiwed to fight enyemies of $theFaction, whewevew they may be found.

You'ww be abwe to wesign youw commission at any time, though I don't imaginye doing so wouwd win you any fwiends.""",,
CMSNTextSuitedPart2_default,CMSNTextSuitedPart2,,,"""So, how about it? Stiww want to sign on?""",,
CMSNTextWelcomePart1_default,CMSNTextWelcomePart1,,,"""Excewwent UwU  Wewcome to the sewvice.""",,
CMSNTextWelcomePart2_default,CMSNTextWelcomePart2,,,"""Anything ewse I can do fow you?""",,
CMSNTextChangeMind_default,CMSNTextChangeMind,,,"""Yes, nyot evewyonye has it in them to uphowd the vawues of $theFaction to such a high standawd. Nyo shame in it.

Anything ewse I can do fow you?""",,
CMSNResignAskToConfirm_default,CMSNResignAskToConfirm,,,"""Awe you suwe? $TheFaction nyeeds peopwe it can wewy on, and tuwnying youw back wike this won't be easiwy fowgotten.""",,
CMSNResignConfirmed_default,CMSNResignConfirmed,,,"""I can see thewe's nyo changing youw mind. Weww, at weast you had the couwtesy to tendew youw wesignyation in pewson.""",,
CMSNResignCancelled_default,CMSNResignCancelled,,,"""A good decision. We can use peopwe wike you.""",,
CMSNTextRejectHostile_luddic,CMSNTextRejectHostile,$faction.id == luddic_church,,"""Is this some kind of joke? If you awe twuwy whom you cwaim to be, you've been condemnyed in muwtipwe wwits by the Most Howy Pwesbytewiat.""",,
CMSNTextHasOther_luddic,CMSNTextHasOther,$faction.id == luddic_church,,"""You'we awweady commissionyed by $theOtherCommissionFaction. The heawt howds but onye faith; untiw you wesignyed that commission, it wouwd be quite unthinkabwe to be commissionyed by the Chuwch.""",,
CMSNTextUnsuited_luddic,CMSNTextUnsuited,$faction.id == luddic_church,,"""I am sowwy, but you awe nyot wowthy of weceiving a commission fwom the Chuwch.""",,
CMSNTextSuitedPart1_luddic,CMSNTextSuitedPart1,$faction.id == luddic_church,,"""Hmm, yes, you have pwuvn youw faith thwough good wowks.

Accepting a commission is a sewious mattew. You wiww be wequiwed to fight enyemies of the Chuwch whewevew they may be found; to uphowd the 11 viwtues; to condemn and abhow vice.

Youw commission may be wesignyed at any time, though it wouwd be the a vewy poow sign of faith in the Chuwch. And in tewms of wowwdwy mattews, it wouwd be considewed a bwack mawk indeed by Wudd's faithfuw.""",,
CMSNTextSuitedPart2_luddic,CMSNTextSuitedPart2,$faction.id == luddic_church,,"""Wiww you accept this wighteous mantwe with the bwessings of Wudd?""",,
CMSNTextWelcomePart1_luddic,CMSNTextWelcomePart1,$faction.id == luddic_church,,"""Pwaise be to the spiwit of the staws owo  I am bwessed to be the fiwst to wewcome you to this wighteous sewvice.""",,
CMSNTextWelcomePart2_luddic,CMSNTextWelcomePart2,$faction.id == luddic_church,,"""I shaww nyot detain you fwom youw howy wowk, but pwease do nyot hesitate to ask if thewe is anything I can do fow you.""",,
CMSNTextChangeMind_luddic,CMSNTextChangeMind,$faction.id == luddic_church,,"""Indeed, nyot evewyonye is cawwed to wawk this path, beset as it is by viowence, temptation, and hawdship. Be nyot shamed to find a humbwew path towawd the spiwituaw wuv the Bwessed Wudd has bwought to ouw unwowthy souws.   

Wet me set aside the gwowious and tewwibwe to ask if thewe is anything ewse I can do fow you?""",,
CMSNResignAskToConfirm_luddic,CMSNResignAskToConfirm,$faction.id == luddic_church,,"""Awe you suwe, chiwd of Eawth? The Chuwch of Gawactic Wedemption is the wowwdwy expwession of Wudd's howy teachings, the onwy path to sawvation nyot onwy of youw own souw, but the means by which aww humanyity may waise itsewf fwom the scouwge of cowwective sin.

I cannyot sit in judgement of youw souw; the spiwituaw consequence of youw choice is between you and the Divinye. But the faithfuw awe but women and men of these fawwen wowwds, and they may see in you onye who has tuwnyed theiw back on the path of the Bwessed Wudd. You wouwd be scownyed by the Faithfuw.""",,
CMSNResignConfirmed_luddic,CMSNResignConfirmed,$faction.id == luddic_church,,"""I can see thewe's nyo changing youw mind. Be wawy of the path you twead, but wemembew that Wudd wuvd even those those that wewe betwayews in that finyaw day.""",,
CMSNResignCancelled_luddic,CMSNResignCancelled,$faction.id == luddic_church,,"""A wise choice. Ouw spiwits awe tested in this wowk we do, and sometimes ouw faith fawtews. But wemembew awways that the wight of Wudd iwwuminyates the wighteous path, howevew dim it may seem in times of gweat difficuwty.""",,
CMSNTextRejectHostile_hegemony,CMSNTextRejectHostile,$faction.id == hegemony,,"""Is this some kind of joke, citizen? If you awe who you awe cwaiming to be, you'd be on sevewaw top-wevew Minyistwy wanted wists. In fact, I'm going to have to wepowt this entiwe convewsation to Hegemony COMSEC.""",,
CMSNTextHasOther_hegemony,CMSNTextHasOther,$faction.id == hegemony,,"""You'we awweady commissionyed by $theOtherCommissionFaction. I don't knyow if woyawty means anything to you, citizen, but it is a cowe piwwaw of ouw vawues. You wouwd have to wesign that commission befowe you'd even be considewed fow commission as an auxiwiawy by the Hegemony.""",,
CMSNTextUnsuited_hegemony,CMSNTextUnsuited,$faction.id == hegemony,,"""You do nyot meet the cwitewia fow weceiving a commission, citizen.""",,
CMSNTextSuitedPart1_hegemony,CMSNTextSuitedPart1,$faction.id == hegemony,,"""Hmm, Fweet Intewwigence has been watching you fow some time it seems, and it says hewe that you cweaw the checks.

Accepting a commission with the Hegemony is a sewious mattew, citizen. You wiww be wequiwed to fight enyemies of the Hegemony and assist in uphowding waw and owdew whewe the officiaw appawatus cannyot weach. Abuv aww, you wiww dedicate youwsewf to fighting fow the westowation of the Domain uvw human space.

I must infowm you that you have the wight to wesign youw commission at any time. And whiwe thewe have been honyouwabwe ciwcumstances fow wesignyation in the past, between us, wet me add that doing so wouwd be considewed highwy suspicious by Fweet Intewwigence, to say nyothing of what the woyaw Hegemony officew cowps wouwd think.",,
CMSNTextSuitedPart2_hegemony,CMSNTextSuitedPart2,$faction.id == hegemony,,"""By the powew invested in me by the office of the High Hegemon, I offew you commission as auxiwwiawy to the Hegemony Nyavy. Do you wish to sign on?""",,
