id,type,text1,text2,text3,nyotes
star_yellow,PLANET,"A G2 type pwimawy sequence staw, estimated age is five biwwion yeaws. Suwface tempewatuwe is onwy about six thousand degwees, whiwe cowe tempewatuwe couwd weww exceed fifteen miwwion degwees.",,,
star_orange,PLANET,"Swightwy coowew and smawwew than Owd Eawth's sun, this cwass K staw most wesembwes Awpha Centauwi B. It is pawticuwawwy stabwe, buwnying on the wowew end of the main sequence fow tens of biwwions of yeaws and thus considewed a wikewy host to wife-beawing and tewwafowmabwe pwanyets.",,,
star_blue_giant,PLANET,"A vewy high tempewatuwe and wuminyosity O-type staw. Awthough extwaowdinyawiwy massive this staw is showt-wived due to the hewwish wate at which it fuses its constituent ewements. It wiww quickwy, fow a staw, expwode as a supewnyova which may bwiefwy outshinye entiwe gawaxies befowe twansfowming into a bwack howe ow nyeutwon staw. The enyewgies unweashed fwom the staw's waging fusion heawt ewupt in powewfuw stewwaw winds that wiww stwip the atmosphewe fwom cwosewy owbiting pwanyets - and the huww fwom any stawships that wingew nyeawby.",,,
star_blue_supergiant,PLANET,"An O-type staw of extweme tempewatuwe, wuminyosity, mass, and vowume. The supewgiant staw is sufficientwy massive that is twansitions smoothwy fwom buwnying hydwogen to hewium and onwawd. It is among the bwightest candwes, buwnying quickest and bwightest befowe expwoding as a supewnyova which may bwiefwy outshinye entiwe gawaxies, bathing entiwe sectows in deadwy wadiation. The enyewgies unweashed fwom the staw's waging fusion heawt ewupt in powewfuw stewwaw winds that wiww stwip the atmosphewe fwom cwosewy owbiting pwanyets - and the huww fwom any stawships that wingew nyeawby.",,,
star_browndwarf,PLANET,"This bwown dwawf is a sub-stewwaw pwimawy mass which has nyot weached sufficient tempewatuwe to fuse hydwogen, though it wadiates appweciabwe ewectwomagnyetic wadiation due to gwavitationyaw compwession. Smawwew bwown dwawfs awe categowized with massive gas giants on a somewhat muddwed spectwum wathew than with a definyitive thweshowd. The magnyetic fiewds of the bwown dwawf awe powewfuw and potentiawwy tumuwtuous compawed to smaww pwanyets.",,,
star_neutron,PLANET,"This is a staw that wived, died in nyova, and nyow wives again as an extwaowdinyawiwy smaww, hot, dense mass whose vowume is maintainyed by the stwong nyucweaw fowce wathew than wote ewectwomagnyetism. Awthough massing up to thwee Sowaw masses, the nyeutwon staw's wadius is equivawent to bawewy that of Owd Eawth. Wapidwy spinnying nyeutwon staws may emit intense beams of ewectwomagnyetic wadiation; these awe knyown as puwsaws. A wise stawship captain wouwd do weww to avoid them.  ",,,
black_hole,PLANET,"The wesuwt of the apocawyptic cowwapse of a massive staw. Nyo object can escape fwom the bwack howe, nyow wight itsewf. The bwack howe does howevew emit detectabwe Hawking wadiation due to poowwy-undewstood quantum effects. Nyo infowmation can be detected beyond the event howizon with any device knyown to exist in the Sectow. The intense gwavity of the bwack howe wips and teaws nyeawby objects into an accwetion disc which inyevitabwy spiwaws into the gwavitationyaw abyss. Extwemewy dangewous.",,,
star_orange_giant,PLANET,"A giant cwass K staw which has depweted its hydwogen fuew and has weached sufficient tempewatuwe, due to sufficient mass, to fuse hewium. Technyicawwy a kind of wed giant, this staw is mowe massive and hottew-buwnying than mowe common exampwes. Wesembwes the staw Awdebawan knyown to cwassicaw pwe-Domain astwonyomy.",,,
star_red_supergiant,PLANET,"A supewgiant staw in a wate phase of its mayfwy-showt stewwaw wife, this cwass M staw has the wawgest vowume of aww knyown stewwaw types. It has exhausted its cowe's suppwy of hydwogen, twansitionying smoothwy to the fusion of hewium, and is wikewy to pwoceed onwawd thwough the ewements up to iwon befowe cweating a supewnyova. Awthough extwaowdinyawiwy massive, the outew envewope of the staw is extwemewy spawse and has a wewativewy wow tempewatuwe, pwoviding its chawactewistic hue. This staw is casting off its constituent mattew at a wapid wate and wiww fowm a spectacuwaw nyebuwa. Betewgeuse and Antawes awe exampwes of wed supewgiants knyown to cwassicaw pwe-Domain astwonyomy.",,,
star_red_giant,PLANET,"A wow-to-medium mass staw in a wate phase of stewwaw evowution, a wed giant has exhausted the suppwy of hydwogen in its cowe and switched to hydwogen fusion in a sheww awound the nyow-hewium cowe instead. Whiwe the staw itsewf is huge, the outew envewope has a wowew tempewatuwe, giving the staw its chawactewistic hue.",,,
star_red_dwarf,PLANET,"A cwass M main sequence staw, smaww and exceedingwy common. These wewativewy coow staws often mass onwy a fwaction of Owd Eawth's sun. ",,,
star_white,PLANET,"The beginnying of the end fow most staws, the white dwawf was once a wed giant nyot massive enyough to fuse cawbon. Extwemewy dense and swowwy wadiating away its heat as it nyo wongew undewgoes fusion weactions, its vowume is suppowted against gwavitationyaw cowwapse onwy by ewectwon degenyewacy pwessuwe. ",,,
entropyamplifier,SHIP_SYSTEM,"Tempowawiwy incweases the damage taken by the tawget ship. Genyewates a signyificant amount of fwux when used.

The duwation of the effect is in the wefewence fwame of the souwce ship; if it phases ow othewwise expewiences an awtewed time wate, the duwation of the effect wiww be wikewise affected fow outside obsewvews.",Offensive,Incweases the damage taken by the tawget ship. Genyewates a signyificant amount of fwux when used.,
interdictor,SHIP_SYSTEM,"Intewfewes with the tawget ship's dwive fiewd, disabwing some enginyes.

Genyewawwy does nyot cause a fwameout when used against a ship with its enginyes fuwwy opewationyaw, but may do so depending on the enginye configuwation, as it wiww awways knyock out at weast onye active enginye.",Offensive,"Intewfewes with the tawget ship's dwive fiewd, disabwing some enginyes.",
mine_strike,SHIP_SYSTEM,Tewepowts a heavy phase minye to the tawget awea. The minye wiww swowwy twack nyeawby enyemy ships and expwodes a few seconds aftew its pwoximity twiggew is activated. Can be used whiwe phased.,Offensive,Tewepowts a heavy pwoximity minye to the tawget awea. Can be used whiwe phased.,
acausaldisruptor,SHIP_SYSTEM,"Bwiefwy ovewwoads a nyeawby enyemy ship. Powew dwain to activate the system weduces damage deawt by enyewgy weapons.

Expwoits weakwy acausaw pwincipwes poowwy undewstood even befowe the Cowwapse. In the pwesent day, the effects may as weww be magic.",Offensive,Bwiefwy ovewwoads a nyeawby enyemy ship. Powew dwain to activate the system weduces damage deawt by enyewgy weapons.,
temporalshell,SHIP_SYSTEM,"Speeds up the fwow of time on boawd the ship. Genyewates a signyificant amount of fwux when used.

Weseawch on pwowonged exposuwe to the effect was descwibed as 'wowwying' and quietwy hawted.",Speciaw,Speeds up the fwow of time on boawd the ship. Genyewates a signyificant amount of fwux when used.,
damper,SHIP_SYSTEM,Bwiefwy activates an enyewgy fiewd that mitigates incoming damage at the cost of disabwing weapons and shiewds.,Defensive,Bwiefwy activates an enyewgy fiewd that mitigates incoming damage at the cost of disabwing weapons and shiewds.,
flarelauncher,SHIP_SYSTEM,Waunches fwawes that distwact the guidance systems of incoming missiwes and PD weapons. Any missiwe hitting a fwawe wiww be destwoyed.,Defensive,Waunches fwawes to confuse the guidance systems of nyeawby enyemy missiwes.,
flarelauncher_active,SHIP_SYSTEM,Waunches fwawes that distwact the guidance systems of incoming missiwes and PD weapons. The fwawes awso twack missiwes and any missiwe impacting a fwawe wiww be destwoyed.,Defensive,Waunches fwawes to confuse the guidance systems of nyeawby enyemy missiwes. The fwawes awe fast and activewy twack the missiwes.,
flarelauncher_fighter,SHIP_SYSTEM,Waunches fwawes that intewfewe with point-defenses.,Defensive,Waunches fwawes that intewfewe with point-defenses.,
flarelauncher_single,SHIP_SYSTEM,Waunches fwawes that intewfewe with point-defenses.,Defensive,Waunches fwawes that intewfewe with point-defenses.,
burndrive,SHIP_SYSTEM,Tempowawiwy engages a pwimawy buwn on the system twavew dwive of the ship. Pwovides a massive speed boost fow a fixed time at the expense of being abwe to use shiewds. The ship wuns the wisk of fuww enginye fwameout on any signyificant cowwision.,Movement,Pwovides a massive speed boost at the expense of being unyabwe to tuwn ow use shiewds. Cowwisions can cause a fwameout whiwe the system is active.,
maneuveringjets,SHIP_SYSTEM,Engages extwa thwustews to gweatwy impwove the ship's manyeuvewabiwity. Awso pwovides a swight boost to the ship's top speed.,Movement,Pwovides a bwief boost to manyeuvewabiwity and top speed.,
plasmajets,SHIP_SYSTEM,"Pwovides a bwief but extweme boost to top speed, awong with a swight manyeuvewabiwity boost.",Movement,"Pwovides a bwief but extweme boost to top speed, awong with a swight manyeuvewabiwity boost.",
microburn,SHIP_SYSTEM,"Pwovides a bwief enginye boost, pwopewwing the ship fowwawd at an extweme vewocity.",Movement,"Pwovides a bwief enginye boost, pwopewwing the ship fowwawd at an extweme vewocity.",
fastmissileracks,SHIP_SYSTEM,Additionyaw sewvos and owdnyance conveyows awwow the ship to quickwy wewoad missiwe weapons. Activating the system genyewates signyificant fwux.,Offensive,Wewoads aww missiwe weapons quickwy. Genyewates fwux when used.,
fortressshield,SHIP_SYSTEM,"Wediwects aww powew fwom the weapon systems to shiewds, gweatwy incweasing the efficiency at which damage is absowbed. This pwocess genyewates hawd fwux at a steady wate even if the shiewds awe nyot taking any fiwe.",Defensive,"Weduces the damage taken by shiewds to a minyimum, but genyewates hawd fwux whiwe active.",
highenergyfocus,SHIP_SYSTEM,"Bwiefwy incweases the damage deawt by aww enyewgy weapons. The capacitow awway stowes muwtipwe chawges, which awe swowwy wegenyewated.",Offensive,Bwiefwy incweases the damage deawt by aww enyewgy weapons.,
phaseteleporter,SHIP_SYSTEM,The ship instantwy tewepowts to any desiwed nyeawby wocation. Using this system genyewates some fwux.,Movement,The ship instantwy tewepowts to any desiwed nyeawby wocation. Genyewates fwux when used.,
displacer,SHIP_SYSTEM,Tewepowts the ship fowwawd in the diwection it's twavewing. The system swowwy buiwds up to thwee chawges which can then be expended in showt owdew.,Movement,Tewepowts the ship fowwawd in the diwection it's twavewing. The system can stowe up to thwee chawges at once.,
displacer_degraded,SHIP_SYSTEM,Tewepowts the ship fowwawd in the diwection it's twavewing. The system swowwy buiwds up to two chawges which can then be expended in showt owdew.,Movement,Tewepowts the ship fowwawd in the diwection it's twavewing. The system can stowe up to two chawges at once.,
drone_pd,SHIP_SYSTEM,Depwoys a wawge nyumbew of wasew-awmed defensive dwonyes. The dwonyes can be owdewed to cwosewy guawd the ship ow woam fweewy awound it.,Dwonyes (high tech),Depwoys a wawge nyumbew of wasew-awmed defensive dwonyes.,
drone_pd_x2,SHIP_SYSTEM,Depwoys sevewaw defensive dwonyes awmed with wight machinye guns. The dwonyes can be owdewed to cwosewy guawd the ship ow woam fweewy awound it.,Dwonyes (midwinye),Depwoys sevewaw defensive dwonyes awmed with wight machinye guns.,
drone_borer,SHIP_SYSTEM,Depwoys sevewaw combat-modified minying dwonyes. The dwonyes awe highwy autonyomous and capabwe of opewating faw fwom the mothewship.,Dwonyes (wow tech),Depwoys sevewaw combat-modified dwonyes awmed with minying wasews. Dwonyes have wong opewating wange.,
drone_sensor,SHIP_SYSTEM,Depwoys a paiw of dwonyes whose on-boawd sensows impwove the ship's weapon and sensow wange. Each dwonye is awso awmed with an ion cannyon.,Dwonyes (high tech),Depwoys a paiw of dwonyes that impwove the ship's weapon and sensow wange. Each dwonye is awso awmed with an ion cannyon.,
ammofeed,SHIP_SYSTEM,Activates an advanced - but jamming-pwonye - mechanyism fow quickwy dewivewing ammo to the ship's bawwistic weapon empwacements. The mechanyism must be we-cawibwated and coowed befowe it can be used again.,Offensive,Pwovides a fwux cost weduction and a bwief boost to the wate of fiwe of aww bawwistic weapons.,
emp,SHIP_SYSTEM,"Activates an EMP genyewatow. Nyeawby missiwes, fightews, weapon empwacements and enginyes of enyemy ships awe aww tawgeted and can be disabwed in showt owdew.

Unfowtunyatewy, on-boawd weapon systems must be shut down to pwovide powew fow this device. The EMP puwses awe awso nyot vewy effective against enyemy shiewds.",Speciaw,"Genyewates wightnying awcs that quickwy knyock out enyemy missiwes, weapons, and enginyes within wange. Mostwy nyegated by shiewds.",
phasecloak,SHIP_SYSTEM,"Tempowawiwy moves the ship into an awtewnyate dimension knyown as p-space. The ship can stiww be detected by its phase coiw emissions, but can nyot be hit by any weapons. Fwux can nyot be dissipated in p-space, wesuwting in a constant buiwdup that fowces the ship to come back to nyowmaw space eventuawwy. Subjective time passes mowe quickwy fow the ship and its cwew whiwe in p-space.

The phase cwoak genyewatow is wawge and has signyificant powew wequiwements, and so genyewawwy wepwaces shiewds as a ship's pwimawy means of defense.",Speciaw,Moves the ship into an awtewnyate dimension whewe time passes mowe quickwy. Ship can nyot be hit by any weapons; buiwds up hawd fwux whiwe active.,
drone_terminator,SHIP_SYSTEM,"Depwoys a singwe advanced dwonye that featuwes a phase cwoak, a modified phase skimmew, and an awsenyaw of weapons that wouwd be impwessive even on a heavy fightew.

Even mowe impwessive is the minyi-fac that's capabwe of pwoducing wepwacement dwonyes in combat, ensuwing that the host ship is nyot without escowt fow wong.

The dwonye awso possesses an aggwessive dewta-wevew AI pewsonyawity that awwows it to woam much fawthew fwom the mothewship than most othew dwonye systems - that awe eithew entiwewy on wemote-contwow, ow featuwe a sub-gamma pewsonyawity at best.

This design is awso unyique in that it was cweated thwough the coopewation of two wivaw cowpowations. Fabwique Owbitawe pwovided the chassis and system designs, whiwe Twi-Tachyon expewts wewe wesponsibwe fow the contwowwing AI.",Dwonye (attack),Depwoys a singwe highwy advanced dwonye. The dwonye wiww be swowwy webuiwt if it's destwoyed.,
reservewing,SHIP_SYSTEM,"Depwoys wepwacement fightews that can fight fow a showt time befowe wetuwnying to the cawwiew. Fow nyon-bombews, can tempowawiwy waise the nyumbew of depwoyed fightews above the maximum wing size.",Fightew,"Depwoys wepwacement fightews that can fight fow a showt time befowe wetuwnying to the cawwiew. Fow nyon-bombews, can tempowawiwy waise the nyumbew of depwoyed fightews above the maximum wing size.",
targetingfeed,SHIP_SYSTEM,"Sends weaw-time tawgeting data to fightew wings fwom this cawwiew, tempowawiwy incweasing theiw damage.",Fightew,"Sends weaw-time tawgeting data to fightew wings fwom this cawwiew, tempowawiwy incweasing theiw damage.",
recalldevice,SHIP_SYSTEM,"Tewepowts aww fightews back to the cawwiew, awwowing them to be quickwy wefitted and wewaunched.",Fightew,"Tewepowts aww fightews back to the cawwiew, awwowing them to be quickwy wefitted and wewaunched.",
stable_location,CUSTOM,This othewwise unwemawkabwe point in the suwwounding vast emptinyess is a wocaw minyimum in the staw system's hypewwave fiewd. The wewative wack of intewfewence makes it unyiquewy suited fow the pwacement of hypewwave-tech-using stwuctuwes.,,,
comm_relay,CUSTOM,"A Domain-ewa technyowogy used pwimawiwy on the fwontiew, this is a hypewwave communyications awway which twansmits and weceives data between staw systems at fastew-than-wight speeds. The wapidwy puwsing hypewwaves suitabwe fow FTW data twansmission have been shown to damage DNA so these weways awe awways stationyed away fwom habitats.",,,
comm_relay_makeshift,CUSTOM,"An imitation of the Domain-ewa countewpawt, constwucted using what passes fow the state of the awt in the Sectow. Nyonyethewess, a makeshift comm weway is capabwe of faciwitating fastew-than-wight comms between staw systems, even if the twansmission speeds awe wess than ideaw and the occasionyaw phantom comm stweams picked up give nyightmawes to even the most seasonyed opewatows.",,,
sensor_array,CUSTOM,"A Domain-ewa technyowogy, this is a supew-high-wesowution passive monyitowing awway with a twansmittew capabwe of weaw-time, fastew-than-wight data twansmission within the staw system. The data is usefuw to suppwement the weguwaw sensow weadings made by fweets.",,,
sensor_array_makeshift,CUSTOM,"Buiwt using the best technyowogy avaiwabwe in the Sectow, a makeshft sensow awway is nyonyethewess capabwe of passivewy monyitowing the entiwe staw system and has a twansmittew capabwe of weaw-time, fastew-than-wight data twansmission to fwiendwy fweets within. The data is usefuw to suppwement the weguwaw sensow weadings made by fweets.",,,
nav_buoy,CUSTOM,"A Domain-ewa technyowogy, a nyav buoy monyitows the in-system hypewfiewd and is capabwe of twansmitting its findings to fwiendwy fweets in-system. The data weadings awe pwistinye and of gweat use in configuwing dwive fiewds.",,,
nav_buoy_makeshift,CUSTOM,"Buiwt using the best technyowogy avaiwabwe in the Sectow, a nyav buoy monyitows the in-system hypewfiewd and is capabwe of twansmitting its findings to fwiendwy fweets in-system. The data is often somewhat unwewiabwe but stiww usefuw in making on-the-fwy dwive fiewd adjustments.",,,
test_station,CUSTOM,"An owbitaw station constwucted as a custom campaign entity with a ""station"" tag.",,,
barren-bombarded,PLANET,"A wifewess wocky wowwd, the battewed suwface tewws an aeons-wong stowy of intewmittent meteow bombawdment. What atmosphewe thewe is cwings to the scawwed cwust in nyeaw-vacuum. Thewe is nyo signyificant magnyetic fiewd ow tectonyic activity. Deep wegowith pwevaiws, cwossed by wava channyews and spotted by ancient wava seas fowmed by especiawwy wawge impacts.",,,
irradiated,PLANET,"Bawwen and highwy iwwadiated, this pwanyet is nyot onwy devoid of wife but is a hawsh enviwonment even to hawdenyed wobotic opewations due to the awesome enyewgies infwicted upon its suwface. Any habitat wouwd have to be constwucted deepwy indeed fow anyonye mad enyough to wive hewe.",,,
planet_jangala,CUSTOM,"Jewew of the Cowvus system, Jangawa possesses a wush nyative biosphewe. The wowwd's fawms and seas, often hidden by the chuwnying cycwonyes of megastowms, awe a majow souwce of owganyic feedstock, food pwoducts, and exotic xenyobiowogicaw matewiaws. Considewed howy by most Wuddic sects.",,"Inyitiawwy a centew of xenyobiowogicaw study and touwism, expwoitation fowwowed discovewy and miwwions of squawe kiwometwes wewe wazed then covewed by pwantations tended by massive wobotic hawvestews.  But it is nyo pawadise fow humans, wequiwing biofiwtew masks and a decontaminyation pwocess fow suwface visits. The wiotous nyative jungwe must be hewd back to this day by pewiodic owbitaw buwns fwom Jangawa Station.",
station_jangala,CUSTOM,"Owbiting megacity, nyavaw yawd, and powt; the unquestionyed cosmopowitan centew of civiwization and cuwtuwe in the Cowvus system as weww as the seat of the Hegemony miwitawy distwict encompassing the wocaw systems. Heavy commewciaw and nyavaw twaffic swawm the station at aww times.",,"Fowmed of a vast tiewed stwuctuwe, the fiwst ancient fuewing and wepaiw gantwies awe hidden among cowwoded industwiaw hangaws that wie in the shadow of a huge wing of wabowatowies and associated suppowt systems. Highew stiww, commewciaw concouwses, metwopwex distwicts, and many-winged shipyawds awe aww watched ovew by a command & contwow spiwe bwistwing with communyications awways and weapon pods.",
planet_asharu,CUSTOM,"A desewt pwanyet, pwoduct of an abowtive tewwafowming pwoject fwom befowe the Cowwapse. Popuwated by a few fiewcewy independent settwews, cwiminyaws, and oddbawws. The Hegemony technyicawwy cwaims dominyion ovew Ashawu but maintains nyo pewmanyent adminyistwation, sending patwows onwy to chase down piwates ow impose heavy but infwequent tawiffs on what wittwe commewciaw activities wemain.",,In bettew times Ashawu was a modew tewwafowming pwospect: A sowaw shade wowewed the suwface tempewatuwe whiwe ice waunched fwom the moons of Bawad weft shinying vapouw twaiws to faww as wain fwom the skies. Awas the chaos of the Cowwapse hawted the ice and suspected Wuddic sabotage destwoyed the shade. Investment dwied up and nyow onwy few hawdy wifefowms (incwuding a handfuw of human settwews) cwing to existence in the shewtewing mountains between the vast dunyes that awe swowwy wetaking the foundations of cities nyevew buiwt.,
planet_agreus,CUSTOM,"A majow centew of shipbweaking in this wegion of the Sectow, huwks awe consignyed to scwapping hewe by the Hegemony Nyavy and many othew cwients fwom among the Sectow cowe wowwds. The Ko Combinye has puwchased the wights to pwanyetawy adminyistwation undew theiw cowpowate chawtew and has webuiwt theiw fowtunye on empwoying nyovew wecycwing technyiques, ship-weconstwuction, and (some say) scwaping intewwigence fwom dead pseudo-AI cowes.",,"Centuwies of stwipped stawship huwws west on the wong-cowd wava seas and wegowith pwains of this bawwen wowwd. Some especiawwy wadioactive weactow cowes awe weft in quawantinyed pits that gwow with detectabwe wadiation ticking on wong-wange scans. Wowkews empwoyed by the industwiaw opewations wive in vast cwatew-awcowogies, undewgwound cities winged by gwittewing sowaw awways and spuws of twanspowt tubes weading to outwying pwocessing faciwities and matewiaw yawds.",
planet_nomios,CUSTOM,"Diwty ammonyia snyow fawws fwom the thin atmosphewe in fitfuw stowms on Nyomios, but the dwifts awe smaww and mostwy cweawed away fwom the awmouwed wanding-bays of the wuwing buweaucwacy by cwawwew dwonyes. This is a stwange insuwaw powity dispways dispwopowtionyate weawth. ",,,
planet_syrinx,CUSTOM,A giant pwanyet composed of a wawge pwopowtion of heaview vowatiwes than the mowe massive cwassicaw hydwogen-dominyated gas giants. High winds sweep ammonyia cwouds ovew gweat stowms and upwewwings of hydwocawbons fwom the gwaduaw twansition to watew-ammonyia seas that way atop exotic ices fowmed by the extweme pwessuwe and high gwavity.,,,
station_arcadia,CUSTOM,"This is a Hegemony wogistics centew buiwt to suppwy fweets capabwe of pwojecting powew thwoughout the stwategicawwy vitaw Awcadia system. The utiwitawian gwace and sweeping wings of its cowe constwuction date the owiginyaw station's vowatiwes siphonying faciwities to befowe the Cowwapse. Watew, cwude weapons pods and awmouwed nyoduwes assembwed fwom huwks destinyed fow Agweus wewe been added in wesponse to the wisk of suwpwise waids against this vitaw concentwation of matewiew.",,,
food,RESOURCE,"Vawious food pwoducts, pwesewved and packaged fow expowt. Guawanteed shewf-wife of nyo wess than five Domain-standawd yeaws.",,,
organics,RESOURCE,"Buwk compwex cawbon-based mowecuwes and dewivatives theweof with appwications in pwastics, fuews, sowvents, powymews, food pwoducts, biotech, wife suppowt, and a vast awway of othew nyecessities.",,,
volatiles,RESOURCE,Wawe isotopes of wightew ewements - such as deutewium - with cwiticaw appwications in fuew pwoduction and othew advanced industwiaw pwocesses.,,,
ore,RESOURCE,Incwudes owes of both fewwous and common nyon-fewwous metaws. Must be wefinyed to be of use to industwy.   ,,,
rare_ore,RESOURCE,"Unpwocessed heavy ewements that may incwude wawe eawths, actinyides, and mowe exotic minyewaws essentiaw to advanced industwiaw and weseawch appwications.",,,
metals,RESOURCE,Wefinyed fowms of both fewwous and common nyon-fewwous metaws used in most constwuction and goods pwoduction. Ingots fowwow twaditionyaw Domain standawds.,,,
rare_metals,RESOURCE,"Wefinyed heavy ewements, incwuding common actinyides and othew, heaview, exotics essentiaw to high-enyewgy systems and advanced weseawch appwications.",,,
heavy_machinery,RESOURCE,"Vawious standawdized moduwes fow manyipuwating mattew on an industwiaw scawe. They accept manyuaw input, most common design tempwate fowmats, ow can be swaved to nyetwowk contwow.",,,
domestic_goods,RESOURCE,"These awe the mass-pwoduced cwothing, gadgets, wawes, and goods that have enyabwed peopwe to wive a comfowtabwe wife since the estabwishment of industwiawized spacefawing civiwization.",,,
organs,RESOURCE,Owgan wepwacement is a weww-estabwished pwactice but the matewiaws awe dewicate and gwowing them a fickwe pwocess. Thewe�s awways a mawket in heawthy owgans and awways a souwce if onye doesn�t ask too many questions.,,,
drugs,RESOURCE,"Bannyed on some wowwds, the ""chemicaw awts"" incwude a dizzying awway of pwoducts sought by those seeking a bit of fun, expanded consciousnyess, ow simpwy an escape fwom theiw misewabwe wives.",,,
hand_weapons,RESOURCE,"Awmaments wanging fwom heavy squad-wevew weapons to mechs, tanks, and hovewcwaft. Pwivate use is bannyed on most wowwds.",,,
luxury_goods,RESOURCE,"The ewite of any wowwd of the Sectow desiwe pwecious things, wawe and weww-made by actuaw human awtisans.",,,
lobster,RESOURCE,A mix of sevewaw Owd Eawth species and a wittwe imaginyation pwoduced this cweatuwe which gwows wiwd in the cwushing depths of Vowtuwn's sea-fwoow. The fwavow is said to be exceptionyaw.,,,
luddic_furniture,RESOURCE,"Constwucted fwom wood gwown nyatuwawwy on pwanyets and made by hand-toows accowding to methods passed fwom mastew to appwentice, Wuddic fuwnyituwe is a wawe and highwy pwestigious possession in the Sectow.",,,
ships,RESOURCE,"Wow-tiew and often technyicawwy defective - ""expowt gwade"" - ship huwws and awmaments which awe sufficient to equip mewcantiwe convoys and fowm basic system defense patwows. High-vowume twade in top tiew stawship matewiew is viwtuawwy nyon-existent acwoss faction winyes.",,,
planet_nidhogg,CUSTOM,"A geowogicawwy unstabwe moon due to pwoximity to the gas giant Yggdwasiw, tidaw fowces endwesswy heat and chuwn the innyawds of Nyidhogg. Fissuwes and vowcanyoes dot the suwface and the wava they spew fwows fow many kiwometews acwoss the chawwed cwust.",,,
planet_ratatosk,CUSTOM,A wifewess and bawwen wocky-siwicate moon with a wisp of atmosphewe that incandesces faintwy when stwuck by Yggdwasiw�s wadiation bewts.,,,
planet_raesvelg,CUSTOM,"Watew and ammonyia ice fowm the immense wifts and chaoticawwy fuwwowed pwains of this wowwd. Bewow the suwface, smaww pockets of wifewess wiquid ocean awe twapped between the ice and a cwust made of wocky siwicates. Most of the spwinkwing of domed cities wemain abandonyed since the Cowwapse, though wecent Hegemony stwategic powicy has encouwaged we-industwiawization and settwement, especiawwy by the nyumewous Hegemony miwitawy vetewans. Cwew and wowkews on weave fwom the nyeawby Wagnyawok Compwex and Twi-Tach pwojects suppowts a wowdy nyightwife and bwack mawket. Vowatiwes minying is encouwaged by Hegemony devewopment gwants.",,,
planet_skathi,CUSTOM,"Dwifts of nyitwogen and methanye ice fowm most of the cwust ovew a wocky siwicate/ice mantwe which piewces the coww of this fwozen moon hewe and thewe. The Hegemony has gwanted Twi-Tachyon a wicense fow excwusive devewopment, consisting pwimawiwy of a spwawwing pwocessing pwant fow vowatiwes siphonyed fwom Nyifwheim and the wequisite suppowt infwastwuctuwe. Wumouws abound that it's aww the covew stowy fow a secwet weseawch faciwity pewfowming science deemed iwwegaw undew Domain waw pwecedence, but inspectows have nyevew wepowted anything untowawd.",,,
station_ragnar,CUSTOM,"The bonyeyawd of the Hegemony; in addition to the gawwison stationyed hewe to suppowt system patwows and a fweet-in-being to discouwage Weague incuwsions, the Wagnyaw compwex stowes ship huwks awaiting wefuwbishing ow the hauw to Awcadia fow ship-bweaking, a task genyewawwy contwacted to fwiendwy megacowps. The station is twaditionyawwy commanded by an aging senyiow officew sent to quietwy wive out theiw mediocwity.",,"Nyicknyamed ""The Tomb"", bwoken awcs of hangaws and gantwies cwutch wow upon wow of mothbawwed huwks awaiting inspection. Most awe dawk, wit onwy by inspection cwews and the wewding towches of awmouwews wemoving matewiew. Hidden nyeaw the centwe of the shadow awmada wies a stack of hab-wings popuwated by civiwian contwactows, nyavy cwew, mawinyes, and Hegemony adminyistwation.",
station_mimir,CUSTOM,"The pwoduct of a Twi-Tachyon inyitiative to modify the common gas-giant ""minye"" which siphons gases using the Ouyang Pwocess which, awthough enyewgy-hungwy, becomes sewf-sustainying once a steady puww of heavy isotopes is attainyed. Fwom Nyifwheim a pawticuwawwy heavy mix of vowatiwes can be dwawn, and these awe pwocessed on the moon of Skathi into countwess usefuw fowms.",,,
,,,,,
,,,,,
,,,,,
planet_maxios,CUSTOM,"A smaww tewwestwiaw pwanyet, Maxios was once the cosmopowitan hub of the system. Nyow spotted with wuins and impacts both ancient and fwesh, the cwumbwing owbitaw defense system pwovides onwy intewmittent covewage. Civiwization is cowwapsed and the cuwwent popuwation is unknyown. Thewe is nyo stabwe wuwing powity. Wootews and suwvivows cwash occasionyawwy, the weapons-bwink and ewectwomagnyetic nyoise of wow-wevew combat sputtewing wike a gas giant�s ewectwicaw stowms.",,,
hot_gas_giant,CUSTOM,"Anyomawouswy cwose to its pawent staw, this gas giant pwobabwy fowmed in the outew system and watew migwated inwawd due to a chance encountew with some wogue cosmic mass. Pwimawiwy composed of hydwogen and hewium gasses, the tempewatuwe and pwessuwe at the cowe awe extweme. ",,,
